d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.0026852211340275384,0.025734280390423733,1.730275460026915,0.9996121753238364,0.22719317609529935,-0.021339639099453564,493.568585661343,1013.7930788616278,999.137171322686
