d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
0.0276945237113626,0.020666793469047994,1.6774564402043546,0.9999982590781945,-0.7795136049389839,-0.01724686674020951,451.482767108602,929.2576940252472,914.965534217204
