d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
0.21972237311577844,0.051268007927113245,1.4915555583928721,0.5855071141995312,-0.8367892553406091,0.13484255909624202,418.2809909164196,862.4669105140571,848.5619818328393
