d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.8045791386702015,0.11686582869139443,1.4430490178212365,0.8115422465634224,-0.9962378535241465,0.2772616718855018,325.6342784728453,676.5856031767473,663.2685569456906
