d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
0.012482341886423269,0.06467317246807695,1.2831076752474118,0.7230256790011456,-0.8131463666001443,0.11986635533990792,436.57273415671887,899.8715520909587,885.1454683134377
