d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-1.9809375928033086,-1.9985480434737246,2.8079888474196197,0.9954732030495229,-0.11182637469414314,-0.9328294679328029,288.9393556370811,604.1708710822055,589.8787112741622
