d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.9463313155195774,-1.99536406680385,2.3778799898036898,0.976667222551506,-0.05360655102445244,0.16161417225239735,81.77887554660737,182.37071638878962,175.55775109321473
