d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-1.9982976164786737,-1.9969583245852123,2.913796804607293,0.9670268477643926,-0.09503345769600595,0.49883753011280013,293.0131012373016,612.6111032676631,598.0262024746032
