d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.9688697724739956,-1.9970565188197515,2.099914488447254,0.9942887750038307,-0.14683489091927643,-0.5952044406939154,270.3369647307415,566.8141824216206,552.673929461483
