d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.3749495219914923,-1.9988734179302694,1.7536736798465575,0.993632578228016,0.007665979490156639,-0.9922397833839222,259.72547394199165,544.1161910690232,531.4509478839833
