d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.9935813226882622,-1.9981372054009192,1.9368798125066797,0.9669290361056111,-0.14971566746428464,-0.20728686901459897,263.2397415013236,552.384411683865,538.4794830026472
