d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.3803466856479645,1.9989638440885256,0.7457131492672627,0.9863936047291955,-0.00798890828570363,-0.4745514191377384,100.39060062749206,221.18838554495704,212.78120125498413
