d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-1.9980992019754604,1.9939742825922022,1.4958338622203498,0.9944816282669119,-0.03584103965224292,0.8745044148957087,243.9029166635628,513.4658300412219,499.8058333271256
