d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
0.9852329918051814,1.9940054802620173,2.469824456987986,0.9945775634073913,-0.09071977121697516,0.9981714841050517,278.40565751127497,582.7162437037678,568.8113150225499
