d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-1.8324318140404878,1.9996199697255688,2.2466334653983138,0.9910574504862147,-0.11470610001741577,0.8044516140746123,283.91590378961695,594.048494694036,579.8318075792339
