d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.778341768018495,1.9995327544090318,1.5941874343030067,0.9837425298824273,-0.04754860306002366,0.8600341293939205,105.96825020521196,231.92972747147513,223.93650041042392
