d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-1.9915624593598633,1.9975091785301182,1.4358980233555734,0.9665779378841347,-0.14648028434114382,-0.36591487485261237,291.4189701817245,609.3509840102286,594.837940363449
