d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.05875613684638781,0.27712191707696743,1.2523664168871602,0.9829756986024464,0.9581415238790214,-0.14461717854333594,7.5542277132253375,37.08982530322855,27.108455426450675
