d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.19398322468738227,-1.1159035185852433,1.4124530889807094,0.3964402187983881,-0.2962150867982374,0.25339923201495074,-0,20.79441541679836,12
