d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.23416250765145885,1.973711066879332,1.3650349546775173,0.3660447817522424,-0.2348495736632274,-0.35776993725463374,-0,22.13327672468362,12
