d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.06622405454165224,-1.7954666863755762,1.20629219476617,0.9974878197469387,0.9253901966240206,0.11166354284008707,5.403080133277262,32.47166774241987,22.806160266554524
