d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
-0.31722639469436353,-1.987109741560126,0.9237643004705091,0.9990280416229294,0.2985061429398833,0.19823356973088796,3.695714657419131,29.67286171506411,19.391429314838263
