d_t,d_h,thres,nDT,timeHin,bias,LL,BIC,AIC
1.3607953395694494,-1.9711101323625622,1.8008807041551407,0.6216048496762294,-0.504459275236393,-0.5229646527630321,-0,21.665507475865347,12
